"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI"
"7395","SATLUJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB","PUNJAB","RIVERWATER",18,7.4,461,2.5,2.33,90,567,2008,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4
"7396","BHAGIRATHI AT GANGOTRI, ","UTTARAKHAND","RIVERWATER",7.3,7.4,130,2,0.13,26,3900,2008,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68
"7397","ALKANANDA B/C MANDAKINI AT RUDRA PRAYAG","UTTARAKHAND","RIVERWATER",14.1,7.5,148,1.4,0.23,18134.3000000001,50000,2008,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88
"7398","MANDAKINI B/C ALKALNADA AT RUDRAPRAYAG","UTTARAKHAND","RIVERWATER",13.6,7.2,109,1.3,0.3,18134.3000000001,50000,2008,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88
"7399","ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG","UTTARAKHAND","RIVERWATER",14.1,7.3,137,1.3,0.22,18134.3000000001,50000,2008,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88
"7400","ALKANANDA B/C TO BHAGIRATHI AT DEVPRAYAG","UTTARAKHAND","RIVERWATER",14.6,7.5,155,1.8,0.26,18134.3000000001,50000,2008,100,100,60,100,100,0,17,17,13,5.16,22,0,74.16
"7401","BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG","UTTARAKHAND","RIVERWATER",14.8,7.5,130,2,0.19,1143,50000,2008,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88
"7402","ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG","UTTARAKHAND","RIVERWATER",13.9,7.5,141,1.7,0.23,18134.3000000001,50000,2008,100,100,80,100,100,0,17,17,13,6.88,22,0,75.88
"7403","GANGA AT GARHMUKTESHWAR, U.P","UTTARPRADESH","RIVERWATER",19.9,7.5,203,2.6,0.73,1608,3361,2008,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"7404","GANGA AT KANNAUJ U/S (RAJGHAT)","UTTARPRADESH","RIVERWATER",26.2,8,374,3.6,1.14,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7405","GANGA AT KANNAUJ D/S, U.P","UTTARPRADESH","RIVERWATER",27.4,7.9,425,4.1,1.16,3080,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7406","GANGA AT BITHOOR (KANPUR), U.P.","UTTARPRADESH","RIVERWATER",26.2,8.1,307,3.5,1.31,3125,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7407","GANGA AT KANPUR U/S (RANIGHAT), U.P","UTTARPRADESH","RIVERWATER",26.8,8.1,357,3.4,1.52,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7408","GANGA AT KANPUR D/S (JAJMAU PUMPING STATION), U.P","UTTARPRADESH","RIVERWATER",26.8,8,479,8.3,2.24,18134.3000000001,50000,2008,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"7409","GANGA AT DALMAU (RAI BAREILLY), U.P.","UTTARPRADESH","RIVERWATER",25.6,7.8,314,3.4,0.67,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7410","GANGA AT ALLAHABAD (RASOOLABAD), U.P.","UTTARPRADESH","RIVERWATER",24.5,8.3,423,3.4,3.32,2400,4275,2008,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4
"7411","GANGA AT ALLAHABAD D/S (SANGAM), U.P.","UTTARPRADESH","RIVERWATER",25,8.3,469,4,2.9,18134.3000000001,50000,2008,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6
"7412","GANGA AT VARANASI U/S (ASSIGHAT), U.P","UTTARPRADESH","RIVERWATER",27.2,7.5,318,3.4,0.25,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7413","GANGA AT VARANASI D/S (MALVIYA BRIDGE), U.P","UTTARPRADESH","RIVERWATER",27.4,8.6,353,10.5,0.36,18134.3000000001,50000,2008,40,80,0,60,100,0,6.8,13.6,7.8,0,22,0,50.2
"7414","GANGA AT TRIGHAT (GHAZIPUR), U.P","UTTARPRADESH","RIVERWATER",27.2,8.3,339,4.3,0.3,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7415","GANGA AT BAHARAMPORE ","WEST BENGAL","RIVERWATER",27.8,8,280,1.7,0.23,18134.3000000001,50000,2008,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24
"7416","GANGA AT SERAMPORE ","WEST BENGAL","RIVERWATER",27.8,7.9,292,1.8,0.35,18134.3000000001,50000,2008,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24
"7417","GANGA AT DAKSHINESHWAR ","WEST BENGAL","RIVERWATER",27.4,7.8,316,4.2,0.33,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7418","GANGA AT HOWRAH-SHIVPUR ","WEST BENGAL","RIVERWATER",28,8,307,1.9,0.28,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7419","GANGA AT GARDEN REACH ","WEST BENGAL","RIVERWATER",27.9,7.9,308,2.3,0.28,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7420","GANGA AT ULUBERIA ","WEST BENGAL","RIVERWATER",26.7,7.9,319,2.8,0.3,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7421","GANGA AT PALTA WEST BENGAL","WEST BENGAL","RIVERWATER",26.9,8.1,296,1.3,0.29,18134.3000000001,50000,2008,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24
"7422","GANGA AT DIAMOND HARBOUR ","WEST BENGAL","RIVERWATER",27.5,7.8,1943,1.6,0.33,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7423","YAMUNA AT YAMUNOTRI, UTTAR PRADESH","UTTARAKHAND","RIVERWATER",8.8,7.2,73,1,0.23,1300,50000,2008,100,100,100,100,100,0,17,17,13,8.6,22,0,77.6
"7424","SHYAMA CHATTI, UTTARANCHAL","UTTARAKHAND","RIVERWATER",11.5,7.6,99,6,2.17,18134.3000000001,50000,2008,100,100,80,80,100,0,17,17,10.4,6.88,22,0,73.28
"7425","YAMUNA AT U/S OF LAKHWAR DAM, U.P","UTTARAKHAND","RIVERWATER",15.9,7.6,240,1.2,0.31,18134.3000000001,50000,2008,80,100,40,100,100,0,13.6,17,13,3.44,22,0,69.04
"7426","YAMUNA AT U/S DAK PATTHAR, UTTAR PRADESH","UTTARAKHAND","RIVERWATER",16.9,7.3,211,1.8,0.36,18134.3000000001,50000,2008,80,100,60,100,100,0,13.6,17,13,5.16,22,0,70.76
"7427","RIVER YAMUNA , D/S PAONTA SAHIB, H.P","HIMACHALPRADESH","RIVERWATER",29.7,8.2,718,2.3,2.4,1200,2233,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7428","YAMUNA AT WAZIRABAD, DELHI, CPCB","DELHI","RIVERWATER",22.3,7.9,460,1.5,0.95,18134.3000000001,50000,2008,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2
"7429","YAMUNA AT NIZAMUDDIN, DELHI","DELHI","RIVERWATER",24.1,7.6,1153,25.7,1.7,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7430","YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL), DELHI","DELHI","RIVERWATER",22.6,7.7,679,12.8,0.9,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7431","YAMUNA AT MAZAWALI, U.P","UTTARPRADESH","RIVERWATER",23,7.8,1062,16.3,0.72,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7432","YAMUNA AT MATHURA U/S , U.P.","UTTARPRADESH","RIVERWATER",24.3,7.9,941,8.9,0.65,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7433","YAMUNA AT MATHURA D/S , U.P.","UTTARPRADESH","RIVERWATER",24.9,7.9,989,10.6,0.74,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7434","YAMUNA AT AGRA U/S, U.P.","UTTARPRADESH","RIVERWATER",23.7,7.8,995,7.7,1.31,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7435","YAMUNA AT D/S OF AGRA, U.P.","UTTARPRADESH","RIVERWATER",24.8,7.8,1033,14,1.49,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7436","YAMUNA AT ALLAHABAD D/S (BALUA GHAT), U.P","UTTARPRADESH","RIVERWATER",25.5,8.2,563,2.2,2.33,2250,3925,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7437","KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR, U.P.","UTTARPRADESH","RIVERWATER",23.8,7.7,1621,106,2.56,18134.3000000001,50000,2008,60,100,0,40,100,0,10.2,17,5.2,0,22,0,54.4
"7438","KALINADI AT KANNAUJ (BEFORE CONF.),U.P","UTTARPRADESH","RIVERWATER",26.3,8,473,5.5,1.45,2618,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7439","KALINADI AT U/S OF MUZAFFAR NAGAR U.P.","UTTARPRADESH","RIVERWATER",23.1,7.8,410,11,2.35,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7440","KALINADI AT D/S OF MUZAFFAR NAGAR, U.P.","UTTARPRADESH","RIVERWATER",25.9,7.8,965,147,2.72,18134.3000000001,50000,2008,40,100,0,0,100,0,6.8,17,0,0,22,0,45.8
"7441","RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P","UTTARPRADESH","RIVERWATER",27.6,7.9,576,7.1,1.66,2370,50000,2008,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"7442","GOMTI AT SITAPUR U/S AT WATER INTAKE, U.P.","UTTARPRADESH","RIVERWATER",23.2,8,382,1.9,0.69,212,779,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7443","GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,U.P.","UTTARPRADESH","RIVERWATER",24,7.8,389,2.9,0.86,1545,2900,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7444","GOMTI AT LUCKNOW D/S, U.P.","UTTARPRADESH","RIVERWATER",24.3,7.4,442,9.8,1.35,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7445","GOMTI AT VARANASI, U.P","UTTARPRADESH","RIVERWATER",27.2,7.8,327,3.5,0.2,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7446","GOMTI AT JAUNPUR D/S, U.P.","UTTARPRADESH","RIVERWATER",27.4,8.2,335,4.2,0.32,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7447","SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.","UTTARPRADESH","RIVERWATER",23.4,8,406,2.2,0.65,632,1989,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7448","SARYU AT AYODHYA AT MAIN BATHING GHAT, U.P.","UTTARPRADESH","RIVERWATER",24.9,7.6,292,3,0.63,18134.3000000001,50000,2008,60,100,40,100,100,0,10.2,17,13,3.44,22,0,65.64
"7449","HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN, MEERUT,U.P.","UTTARPRADESH","RIVERWATER",22.8,7.7,398,13,0.62,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7450","HINDON AT GHAZIABAD D/S, U.P.","UTTARPRADESH","RIVERWATER",21.3,7.1,920,29.3,1.34,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57
"7451","RIHAND AT RENUKUT U/S, U.P.","UTTARPRADESH","RIVERWATER",26.3,7.9,354,2.5,1.77,1200,2960,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7452","RIHAND AT RENUKUT D/S, U.P.","UTTARPRADESH","RIVERWATER",26.6,8,379,2.6,1.88,1880,3800,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7453","BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN","MADHYAPRADESH","RIVERWATER",27,7.9,1016,3.7,4.97,3,528,2008,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65
"7454","BETWA NEAR ROAD BRIDGE, BHOJPUR","MADHYAPRADESH","RIVERWATER",27,7.8,452,3,3.2,3,123,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7455","BETWA NEAR W/S INTAKE WELL POINT RAISEN","MADHYAPRADESH","RIVERWATER",27.4,7.6,328,1.5,3.45,0,87,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7456","R.BETWA NEAR INTAKE POINT, VIDISHA, M.P","MADHYAPRADESH","RIVERWATER",26.8,7.6,331,1.9,1.52,1,263,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7457","BETWA AT CHARANTIRGHAT, VIDISHA","MADHYAPRADESH","RIVERWATER",28,7.5,369,2.4,0.78,1,100,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7458","BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA","MADHYAPRADESH","RIVERWATER",27,7.5,418,2.7,0.75,0,59,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7459","RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP","MADHYAPRADESH","RIVERWATER",27.5,7.8,416,3,2.98,3,171,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7460","CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE), RAJASTHAN","RAJASTHAN","RIVERWATER",29,8.1,318,1.3,0.29,3,13,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"7461","CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN","RAJASTHAN","RIVERWATER",27.1,8.3,506,3.3,0.5,6,91,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7462","CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR, RAJASTHAN","RAJASTHAN","RIVERWATER",27.3,8,479,1.3,0.5,4,12,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"7463","TONS RIVER, H.P","HIMACHALPRADESH","RIVERWATER",16.1,7.7,258,1.2,0.29,18134.3000000001,50000,2008,80,100,40,100,100,0,13.6,17,13,3.44,22,0,69.04
"7464","RIVER KHAN AT SANWER","MADHYAPRADESH","RIVERWATER",27.5,7.9,1399,46,24.1,19,1286,2008,40,100,0,60,80,40,6.8,17,7.8,0,17.6,8.8,58
"7465","RIVER KHAN AT SAKKAR KHADI, INDORE","MADHYAPRADESH","RIVERWATER",27.8,7.9,1589,50,24.5,80,1600,2008,40,100,0,60,80,40,6.8,17,7.8,0,17.6,8.8,58
"7466","KHAN AT KABIT KHEDI (NEAR INDORE) M.P.","MADHYAPRADESH","RIVERWATER",25.8,7.7,1546,50,22.1,125,1600,2008,40,100,0,60,80,40,6.8,17,7.8,0,17.6,8.8,58
"7467","KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE, M.P","MADHYAPRADESH","RIVERWATER",26.4,7.4,259,1.7,0.28,0,118,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7468","DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER) WEST BENGAL","WEST BENGAL","RIVERWATER",29.1,7.8,178,1.6,0.57,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7469","DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE, WEST BENGAL","WEST BENGAL","RIVERWATER",29,7.9,208,1.9,0.33,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7470","DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH, WEST BENGAL","WEST BENGAL","RIVERWATER",29.6,8,246,2.9,0.53,18134.3000000001,50000,2008,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24
"7471","DAMODAR NEAR MUJHER MANA VILLAGE AFTER CONF. OF TAMLA NALLAH, WEST BENGAL","WEST BENGAL","RIVERWATER",29.5,8.1,404,3.9,1.01,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7472","DAMODAR AT HALDIA D/S (2 KM AWAY FROM HALDIA TOWN), WEST BENGAL","WEST BENGAL","RIVERWATER",27.6,7.9,13257,2.1,0.37,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7473","BARAKAR AT ASANSOL (WATER INTAKE POINT), WEST BENGAL","WEST BENGAL","RIVERWATER",30.8,8,166,2.8,0.5,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7474","RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI, WEST BENGAL","WEST BENGAL","RIVERWATER",26.8,8,406,1.6,0.4,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7475","MAHANANDA AT SILIGURI","WEST BENGAL","RIVERWATER",29,7.3,130,2.7,0.3,18134.3000000001,50000,2008,40,100,80,100,100,0,6.8,17,13,6.88,22,0,65.68
"7476","BRAHAMPUTRA AT KHERGHAT (AFTER CONFL. WITH DIBANG & DIHANG),ASSAM","ASSAM","RIVERWATER",21,7,193,1.26,0.1,131,794,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7477","BRAHAMPUTRA AT DIBRUGARH, ASSAM","ASSAM","RIVERWATER",22,7.2,211,1.58,0.16,98,425,2008,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56
"7478","BRAHAMPUTRA AT NIMATIGHAT, ASSAM","ASSAM","RIVERWATER",23,7.3,161,1.52,0.1,272,754,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7479","BRAHMPUTRA RIVER AT DHENUKHAPAHAR, ASSAM","ASSAM","RIVERWATER",23,7.3,135,1.37,0.11,523,1629,2008,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"7480","BRAHAMPUTRA AT PANDU, ASSAM","ASSAM","RIVERWATER",23,7.2,179,1.77,0.13,18134.3000000001,50000,2008,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36
"7481","BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE, ASSAM","ASSAM","RIVERWATER",27,7.4,207,1.45,0.1,644,4266,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7482","BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","ASSAM","RIVERWATER",25,7.9,140,0.93,0.1,2040,50000,2008,60,100,80,100,100,0,10.2,17,13,6.88,22,0,69.08
"7483","BRAHMAPUTRA RIVER AT CHANDRAPUR, GUWAHATI","ASSAM","RIVERWATER",25,7.3,146,1.78,0.15,340,1277,2008,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"7484","BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM","ASSAM","RIVERWATER",27,7.6,148,0.87,0.1,330,820,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7485","BRAHMAPUTRA RIVER AT DHUBRI","ASSAM","RIVERWATER",28,7.1,173,2.03,0.13,683,1610,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7486","DHANSIRI AT GOLAGHAT, ASSAM","ASSAM","RIVERWATER",23,7.6,192,1.7,0.13,120,913,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7487","SUBANSIRI AT GEREKAMUKH,ASSAM,(BEFORE CONFL. WITH BRAH.),ASSAM","ASSAM","RIVERWATER",19,7.1,81,1.65,0.15,0,91,2008,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68
"7488","RIVER KHARSANG BEFORE CONFLUENCE WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER)","ASSAM","RIVERWATER",22,7,229,1.25,0.18,100,424,2008,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84
"7489","BURHIDIHING AT MARGHERITA, ASSAM","ASSAM","RIVERWATER",23,6.9,354,1.53,0.33,75,500,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7490","BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA","ASSAM","RIVERWATER",25,7.1,403,1.75,0.25,75,500,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7491","BURHIDIHING RIVER AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.)","ASSAM","RIVERWATER",26,6.9,235,4.07,0.2,0,181,2008,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84
"7492","PAGLDIA RIVER NEAR NALBARI TOWN, DIST. NALBARI, ASSAM","ASSAM","RIVERWATER",31,7.9,243,0.93,0.13,180,2330,2008,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"7493","DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI, ASSAM","ASSAM","RIVERWATER",23,6.8,161,2.1,0.1,75,860,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7494","JAI BHARALI RIVER NEAR BISWANATH CHARALI, SONITPUR","ASSAM","RIVERWATER",21,7.3,87,0.98,0.1,0,575,2008,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"7495","KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON","ASSAM","RIVERWATER",29,7.1,181,2.33,0.1,867,1703,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7496","KOLONG RIVER AT MARIGAON","ASSAM","RIVERWATER",27,7.6,104,2.28,0.2,438,1508,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7497","MANAS RIVER AT NH-31 CROSSING, BARPETA, DISTRICT","ASSAM","RIVERWATER",28,7.6,437,0.63,0.1,750,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7498","DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST., ASSAM","ASSAM","RIVERWATER",22,6.6,152,2.3,0.15,180,545,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7499","DISANG AT GUNDAMGHAT, ASSAM","ASSAM","RIVERWATER",21,7,161,2.67,0.3,0,220,2008,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56
"7500","JHANJI AT N.H. CROSSING JORHAT, ASSAM","ASSAM","RIVERWATER",22,7.3,165,1.1,0.1,423,1110,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7501","BHOGDOI RIVER AT JORHAT ,ASSAM","ASSAM","RIVERWATER",22,7.2,196,1.63,0.1,180,913,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7502","*MORA BHARALI  AT TEZPUR, ASSAM","ASSAM","RIVERWATER",22,7.3,202,2.15,0.13,0,638,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7503","BORAK AT PANCHAGRAM , ASSAM","ASSAM","RIVERWATER",17,7.6,162,0.88,0.1,575,940,2008,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"7504","BHARALU RIVER AT GUWAHATI","ASSAM","RIVERWATER",28,7.4,785,18.43,0.1,18134.3000000001,50000,2008,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"7505","DEEPAR BILL, ASSAM*","ASSAM","RIVERWATER",28,7.3,186,3.15,0.13,547,1243,2008,40,100,60,80,100,40,6.8,17,10.4,5.16,22,8.8,70.16
"7506","U/S OF KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM","ASSAM","RIVERWATER",16,7.7,187,1.35,0.1,1025,1783,2008,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"7507","TEESTA AT SILIGURI","WEST BENGAL","RIVERWATER",20,7.3,66,1.4,0.2,18134.3000000001,50000,2008,80,100,100,100,100,0,13.6,17,13,8.6,22,0,74.2
"7508","KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.","ASSAM","RIVERWATER",22,6.8,205,2.2,0.1,243,600,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7509","DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR","ASSAM","RIVERWATER",23,7.1,172,1.23,0.1,120,770,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7510","KOHORA RIVER AT N.H. CROSSING, KOHORA","ASSAM","RIVERWATER",28,6.6,44,2,0.1,0,330,2008,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6
"7511","BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR","ASSAM","RIVERWATER",21,7,96,1.53,0.1,100,467,2008,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"7512","RANGA NADI D/S OF HYDEL PROJECT","ASSAM","RIVERWATER",21,7.1,108,1.6,0.1,0,101,2008,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"7513","PANCHNAI RIVER AT NH-52 CROSSING, ORANG","ASSAM","RIVERWATER",24,7.4,133,1.2,0.1,0,463,2008,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"7514","KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON","ASSAM","RIVERWATER",29,7.2,107,1.1,0.1,240,607,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7515","BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD","ASSAM","RIVERWATER",29,7.1,137,0.5,0.1,120,840,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7516","SANKOSH RIVER, DHUBRI","ASSAM","RIVERWATER",28,7,125,1.6,0.1,0,1,2008,40,100,80,100,100,100,6.8,17,13,6.88,22,22,87.68
"7517","BARAK RIVER AT D/S OF SILCHAR","ASSAM","RIVERWATER",12,7.1,148,1.83,0.1,0,1170,2008,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68
"7518","SONAI RIVER AT SONAI","ASSAM","RIVERWATER",12,7.3,153,1.03,0.1,0,487,2008,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"7519","KUSHIARA RIVER AT KARIMGANJ","ASSAM","RIVERWATER",12,7,155,1.2,0.5,120,890,2008,100,100,60,100,100,40,17,17,13,5.16,22,8.8,82.96
